txn_key,txn_id,txn_global_id,txn_date_dim_key,txn_amount_eur,txn_original_currency,txn_credit_debit_code,txn_bene_country_key,txn_orig_country_key,acct_key,counterparty_key,acct_currency,acct_open_date_dim_key,acct_close_date_dim_key,product_key,cust_key,link_type,transaction_type_via,insert_date
-1869737145,100538,40926116,122291,1000.0,Dollar,AXC1413,2009651910,2009651910,1093592341,700911348,Dollar,122291,122291,-1782036132.0,1378281443,primary,online,2022-04-20
-1516968562,100539,18718205,122292,5000.0,Dollar,AXC1443,2009651910,2009651910,430052327,538690200,Dollar,122292,122292,,1378281443,secondary,online,2022-04-20
-1279924721,100540,98548793,122293,6000.0,Dollar,AXC1428,651865576,2009651910,-5479244,-1682572948,Dollar,122293,122293,1491230339.0,1378281443,secondary,offline,2022-04-20
-1294890192,100541,37099961,122294,127015.0,Dollar,AXC0104,-811770541,2009651910,-1561252094,-957345522,Dollar,122294,122294,,1838197,primary,offline,2022-04-20
-469306037,100542,81953629,122295,119307.0,Dollar,AXC5752,-1647000595,2009651910,896234346,-1779754841,Dollar,122295,122295,,1838197,primary,online,2022-04-20
154006500,100543,27120000,122296,1000.0,Dollar,AXC2996,2009651910,2009651910,1878377954,-1220127148,Dollar,122296,122296,,1838197,primary,online,2022-04-20
436750047,100544,79030629,122297,5000.0,Dollar,AXC5830,651865576,2009651910,181480992,175806444,Dollar,122297,122297,-1298298882.0,1838197,secondary,offline,2022-04-20
627138970,100545,92135611,122298,6000.0,Dollar,AXC4412,2009651910,2009651910,-77286321,700911348,Dollar,122298,122298,1340448554.0,1838197,secondary,offline,2022-04-20
-74422423,100546,47944280,122299,7000.0,Dollar,AXC8371,2009651910,2009651910,-1265234776,538690200,Dollar,122299,122299,,1915089867,secondary,online,2022-04-20
69738284,100547,2612596,122300,8000.0,Dollar,AXC7073,651865576,2009651910,2002777445,-1682572948,Dollar,122300,122300,,1915089867,primary,offline,2022-04-20
-1150445928,100548,58230284,122301,9000.0,Dollar,AXC4097,-811770541,2009651910,-1539508526,-957345522,Dollar,122301,122301,-1656846950.0,1915089867,secondary,online,2022-04-20
-1943521154,100549,3442728,122302,1000.0,Dollar,AXC1749,-1647000595,2009651910,-2131140470,-1779754841,Dollar,122302,122302,1491230339.0,1915089867,primary,online,2022-04-20
1075301511,100550,93921835,122303,5000.0,Dollar,AXC4245,2009651910,2009651910,944843674,-1220127148,Dollar,122303,122303,-1782036132.0,1915089867,secondary,online,2022-04-20
-262309639,100551,1289066,122304,6000.0,Dollar,AXC9957,651865576,2009651910,1093490415,175806444,Dollar,122304,122304,,878840179,primary,online,2022-04-20
1041197735,100552,56774432,122305,108749.0,Dollar,AXC6402,2009651910,2009651910,28607078,-1019063111,Dollar,122305,122305,-1656846950.0,878840179,secondary,offline,2022-04-20
-93848100,100553,60380019,122306,1000.0,Dollar,AXC4943,651865576,2009651910,-1294612851,936489185,Dollar,122306,122306,,878840179,secondary,online,2022-04-20
-139073992,100554,39958899,122307,5000.0,Dollar,AXC3043,651865576,2009651910,880798388,175806444,Dollar,122307,122307,,878840179,secondary,online,2022-04-20
-263419308,100555,1410535,122308,6000.0,Dollar,AXC7222,2009651910,2009651910,1310828636,-1019063111,Dollar,122308,122308,-1656846950.0,878840179,secondary,offline,2022-04-20
-128742497,100556,92826232,122309,7000.0,Dollar,AXC4637,651865576,651865576,430531423,936489185,Dollar,122309,122309,-1298298882.0,324263783,primary,offline,2022-04-20
-2081951433,100557,45076818,122310,8000.0,Dollar,AXC8559,2009651910,651865576,476014093,700911348,Dollar,122310,122310,,324263783,secondary,offline,2022-04-20
1568010641,100558,15662282,122311,9000.0,Dollar,AXC5733,2009651910,651865576,-1479857282,538690200,Dollar,122311,122311,1340448554.0,324263783,primary,online,2022-04-20
-1167061157,100559,93491791,122312,1000.0,Dollar,AXC6354,651865576,651865576,1952545896,-1682572948,Dollar,122312,122312,,324263783,primary,online,2022-04-20
-1744915269,100560,96827062,122313,5000.0,Dollar,AXC8202,-811770541,651865576,2069801905,-957345522,Dollar,122313,122313,-1782036132.0,324263783,primary,offline,2022-04-20
-530355865,100561,10590688,122314,6000.0,Dollar,AXC3026,-1647000595,-811770541,-1625768967,-1779754841,Dollar,122314,122314,,1057230190,secondary,offline,2022-04-20
1366797395,100562,20732518,122315,1000.0,Dollar,AXC4276,2009651910,-811770541,907004051,-1220127148,Dollar,122315,122315,-1298298882.0,1057230190,primary,online,2022-04-20
-146983021,100563,89613672,122316,6000.0,Dollar,AXC8072,651865576,-811770541,-558104411,175806444,Dollar,122316,122316,1491230339.0,1057230190,secondary,offline,2022-04-20
789534029,100564,29378515,122317,7000.0,Dollar,AXC0340,2009651910,-811770541,1098550216,-1019063111,Dollar,122317,122317,,1057230190,secondary,offline,2022-04-20
1132629543,100565,12317101,122318,8000.0,Dollar,AXC2950,651865576,-811770541,1847587030,936489185,Dollar,122318,122318,-1656846950.0,1057230190,primary,offline,2022-04-20
-438836158,100566,91358982,122319,9000.0,Dollar,AXC2839,2009651910,-1647000595,-632783896,-1220127148,Dollar,122319,122319,,1799814350,primary,offline,2022-04-20
728754923,100567,11336831,122320,1000.0,Dollar,AXC1501,651865576,-1647000595,-1050232011,175806444,Dollar,122320,122320,1340448554.0,1799814350,primary,online,2022-04-20
278037901,100568,70073515,122321,5000.0,Dollar,AXC1461,2009651910,-1647000595,-764955989,700911348,Dollar,122321,122321,1340448554.0,1799814350,secondary,online,2022-04-20
-1788752646,100569,76748389,122322,6000.0,Dollar,AXC5194,2009651910,-1647000595,-986469140,538690200,Dollar,122322,122322,,1799814350,primary,offline,2022-04-20
294739801,100570,73493446,122323,131258.0,Dollar,AXC5950,651865576,-1647000595,743660975,-1682572948,Dollar,122323,122323,,1799814350,primary,online,2022-04-20
1023519428,100571,59426855,122324,1000.0,Dollar,AXC5098,-811770541,2009651910,285529935,-957345522,Dollar,122324,122324,,-1647980495,primary,online,2022-04-20
-1445360971,100572,34425927,122325,5000.0,Dollar,AXC3858,-1647000595,2009651910,-1508857705,-1779754841,Dollar,122325,122325,,-1647980495,primary,offline,2022-04-20
-1351737449,100573,96527537,122326,6000.0,Dollar,AXC5415,2009651910,2009651910,-1361623917,-1220127148,Dollar,122326,122326,,-1647980495,secondary,online,2022-04-20
-921604452,100574,17912697,122327,7000.0,Dollar,AXC5193,651865576,2009651910,-695946541,175806444,Dollar,122327,122327,-1782036132.0,-1647980495,secondary,online,2022-04-20
-651274103,100575,86867,122328,8000.0,Dollar,AXC7385,2009651910,2009651910,-1898147094,700911348,Dollar,122328,122328,-1782036132.0,-1647980495,secondary,online,2022-04-20
392900848,100576,42711696,122329,9000.0,Dollar,AXC0362,2009651910,651865576,-1476461694,538690200,Dollar,122329,122329,,-1691024193,secondary,offline,2022-04-20
-1341252125,100577,39075123,122330,1000.0,Dollar,AXC6752,651865576,651865576,-795505173,-1682572948,Dollar,122330,122330,-1298298882.0,-1691024193,secondary,online,2022-04-20
797127968,100578,58468842,122331,5000.0,Dollar,AXC6598,-811770541,651865576,-1579970065,-957345522,Dollar,122331,122331,-1298298882.0,-1691024193,secondary,online,2022-04-20
-195323263,100579,36949042,122332,6000.0,Dollar,AXC2434,-1647000595,651865576,1511954344,-1779754841,Dollar,122332,122332,-1782036132.0,-1691024193,secondary,online,2022-04-20
228280790,100580,9005594,122333,127015.0,Dollar,AXC9121,2009651910,651865576,-1857644233,-1220127148,Dollar,122333,122333,,-1691024193,primary,offline,2022-04-20
-2001476035,100581,27380330,122334,119307.0,Dollar,AXC2490,651865576,2009651910,-1063770282,175806444,Dollar,122334,122334,-1782036132.0,-1687259308,secondary,online,2022-04-20
-490916464,100582,73564273,122335,1000.0,Dollar,AXC6141,2009651910,2009651910,-1812399749,-1019063111,Dollar,122335,122335,,-1687259308,primary,online,2022-04-20
-757750572,100583,78142828,122336,5000.0,Dollar,AXC1240,651865576,2009651910,530227939,936489185,Dollar,122336,122336,,-1687259308,primary,offline,2022-04-20
1720756710,100584,60240553,122337,6000.0,Dollar,AXC9191,651865576,2009651910,843964401,175806444,Dollar,122337,122337,1340448554.0,-1687259308,primary,online,2022-04-20
1578643144,100585,54475319,122338,7000.0,Dollar,AXC4014,2009651910,2009651910,-1565924577,-1019063111,Dollar,122338,122338,1340448554.0,-1687259308,primary,offline,2022-04-20
547404776,100586,64010268,122339,8000.0,Dollar,AXC8151,2009651910,2009651910,-1186507029,700911348,Dollar,122339,122339,,1030947570,secondary,online,2022-04-20
15724831,100587,39642238,122340,9000.0,Dollar,AXC8124,2009651910,2009651910,281364066,538690200,Dollar,122340,122340,-1298298882.0,1030947570,primary,offline,2022-04-20
-557012660,100588,15763626,122341,1000.0,Dollar,AXC9288,651865576,2009651910,112346000,-1682572948,Dollar,122341,122341,,1030947570,secondary,offline,2022-04-20
1304176946,100589,7573067,122342,5000.0,Dollar,AXC4876,-811770541,2009651910,508532049,-957345522,Dollar,122342,122342,1340448554.0,1030947570,secondary,offline,2022-04-20
-1450447807,100590,55554329,122343,6000.0,Dollar,AXC3313,-1647000595,2009651910,1808223782,-1779754841,Dollar,122343,122343,1340448554.0,1030947570,secondary,online,2022-04-20
-1031011832,100591,85510756,122344,108749.0,Dollar,AXC3946,2009651910,2009651910,-520708919,-1220127148,Dollar,122344,122344,,-1599339180,secondary,offline,2022-04-20
-648959194,100592,12424625,122345,1000.0,Dollar,AXC3402,651865576,2009651910,1197581376,175806444,Dollar,122345,122345,-1656846950.0,-1599339180,primary,offline,2022-04-20
-336918237,100593,49609334,122346,5000.0,Dollar,AXC4766,2009651910,2009651910,-1931702376,-1019063111,Dollar,122346,122346,-1656846950.0,-1599339180,secondary,offline,2022-04-20
-661466056,100594,77811404,122347,6000.0,Dollar,AXC6035,651865576,2009651910,-116591679,936489185,Dollar,122347,122347,1340448554.0,-1599339180,secondary,online,2022-04-20
792813278,100595,6347316,122348,7000.0,Dollar,AXC2066,2009651910,2009651910,-358322028,-1220127148,Dollar,122348,122348,1491230339.0,-1599339180,primary,online,2022-04-20
1527853390,100596,58106784,122349,8000.0,Dollar,AXC1734,651865576,2009651910,220540900,175806444,Dollar,122349,122349,,1524437916,primary,online,2022-04-20
-2003758912,100597,68934216,122350,9000.0,Dollar,AXC6612,2009651910,2009651910,-778855607,700911348,Dollar,122350,122350,,1524437916,primary,offline,2022-04-20
-600193393,100598,51408518,122351,1000.0,Dollar,AXC0531,2009651910,2009651910,196052322,538690200,Dollar,122351,122351,1491230339.0,1524437916,primary,online,2022-04-20
-1598310545,100599,86686278,122352,5000.0,Dollar,AXC4561,651865576,2009651910,-404873861,-1682572948,Dollar,122352,122352,,1524437916,secondary,offline,2022-04-20
-1455329395,100600,60794598,122353,6000.0,Dollar,AXC6429,-811770541,2009651910,-1938609551,-957345522,Dollar,122353,122353,-1782036132.0,1524437916,secondary,online,2022-04-20
744005690,100601,56443434,122354,107756.0,Dollar,AXC5272,-1647000595,651865576,-1739885016,-1779754841,Dollar,122354,122354,-1298298882.0,893792256,secondary,online,2022-04-20
-1542071801,100602,26467920,122355,6000.0,Dollar,AXC9111,2009651910,651865576,435142525,-1220127148,Dollar,122355,122355,,893792256,primary,online,2022-04-20
594972897,100603,31417553,122356,7000.0,Dollar,AXC5142,651865576,651865576,-693062865,175806444,Dollar,122356,122356,,893792256,primary,online,2022-04-20
-1901283522,100604,26319592,122357,8000.0,Dollar,AXC0576,2009651910,651865576,-1944937480,700911348,Dollar,122357,122357,-1782036132.0,893792256,secondary,online,2022-04-20
2016111353,100605,15293628,122358,9000.0,Dollar,AXC2217,2009651910,651865576,2819958,538690200,Dollar,122358,122358,1340448554.0,893792256,primary,online,2022-04-20
851243730,100606,29329600,122359,1000.0,Dollar,AXC2967,651865576,-811770541,1953835572,-1682572948,Dollar,122359,122359,-1298298882.0,1742103905,secondary,offline,2022-04-20
599368148,100607,67230456,122360,5000.0,Dollar,AXC5410,-811770541,-811770541,1165852597,-957345522,Dollar,122360,122360,1340448554.0,1742103905,secondary,online,2022-04-20
-52681485,100608,15528321,122361,6000.0,Dollar,AXC5073,-1647000595,-811770541,-1943618912,-1779754841,Dollar,122361,122361,-1298298882.0,1742103905,primary,offline,2022-04-20
-1776041532,100609,71477150,122362,131258.0,Dollar,AXC9287,2009651910,-811770541,-835967810,-1220127148,Dollar,122362,122362,-1298298882.0,1742103905,primary,offline,2022-04-20
-1867835976,100610,95024212,122363,1000.0,Dollar,AXC0966,651865576,-811770541,-236056473,175806444,Dollar,122363,122363,,1742103905,secondary,offline,2022-04-20
-1336002149,100611,28657943,122364,5000.0,Dollar,AXC6102,2009651910,-1647000595,1752494306,-1019063111,Dollar,122364,122364,-1656846950.0,-20905046,primary,offline,2022-04-20
-275211587,100612,84756100,122365,6000.0,Dollar,AXC0825,651865576,-1647000595,-1134764222,936489185,Dollar,122365,122365,,-20905046,secondary,online,2022-04-20
-1629662697,100613,17499967,122366,7000.0,Dollar,AXC7151,651865576,-1647000595,888667459,175806444,Dollar,122366,122366,-1782036132.0,-20905046,secondary,online,2022-04-20
665858251,100614,12107994,122367,8000.0,Dollar,AXC9779,2009651910,-1647000595,1311939037,-1019063111,Dollar,122367,122367,-1782036132.0,-20905046,secondary,offline,2022-04-20
1072989001,100615,10029032,122368,9000.0,Dollar,AXC0254,651865576,-1647000595,-1010500850,936489185,Dollar,122368,122368,-1298298882.0,-20905046,primary,online,2022-04-20
982193745,100616,4107910,122369,1000.0,Dollar,AXC8316,651865576,2009651910,1939961706,175806444,Dollar,122369,122369,,1170829763,primary,online,2022-04-20
-961045784,100617,75779789,122370,5000.0,Dollar,AXC0342,2009651910,2009651910,166340393,-1019063111,Dollar,122370,122370,1340448554.0,1170829763,primary,online,2022-04-20
73213005,100618,20006241,122371,6000.0,Dollar,AXC5600,651865576,2009651910,-434220306,936489185,Dollar,122371,122371,,1170829763,secondary,offline,2022-04-20
1178620891,100619,7418064,122372,127015.0,Dollar,AXC4686,2009651910,2009651910,-2014517117,-1220127148,Dollar,122372,122372,-1298298882.0,1170829763,primary,online,2022-04-20
1375037280,100620,67863420,122373,119307.0,Dollar,AXC9572,651865576,2009651910,-1781061242,175806444,Dollar,122373,122373,,1170829763,primary,offline,2022-04-20
-396676641,100621,60190066,122374,1000.0,Dollar,AXC6600,2009651910,651865576,300673694,700911348,Dollar,122374,122374,-1298298882.0,2092478401,primary,online,2022-04-20
-99386308,100622,78903943,122375,5000.0,Dollar,AXC7149,2009651910,651865576,-1811120959,538690200,Dollar,122375,122375,,2092478401,primary,online,2022-04-20
-202526092,100623,47065367,122376,6000.0,Dollar,AXC3925,651865576,651865576,-1347129111,-1682572948,Dollar,122376,122376,-1298298882.0,2092478401,secondary,online,2022-04-20
1787101637,100624,65425519,122377,7000.0,Dollar,AXC2379,-811770541,651865576,-400537313,-957345522,Dollar,122377,122377,,2092478401,primary,online,2022-04-20
1184723225,100625,75364682,122378,8000.0,Dollar,AXC5209,-1647000595,651865576,1149591430,-1779754841,Dollar,122378,122378,-1298298882.0,2092478401,primary,online,2022-04-20
-1948383423,100626,30094865,122379,9000.0,Dollar,AXC5924,2009651910,2009651910,658736933,-1220127148,Dollar,122379,122379,,175441458,primary,online,2022-04-20
-1725310878,100627,15520487,122380,1000.0,Dollar,AXC4447,651865576,2009651910,-328389399,175806444,Dollar,122380,122380,,175441458,secondary,online,2022-04-20
-1292122433,100628,58552547,122381,5000.0,Dollar,AXC1775,2009651910,2009651910,-831121129,700911348,Dollar,122381,122381,,175441458,secondary,online,2022-04-20
631111275,100629,60259509,122382,6000.0,Dollar,AXC3609,2009651910,2009651910,1272973964,538690200,Dollar,122382,122382,,175441458,secondary,offline,2022-04-20
407663303,100630,74866144,122383,108749.0,Dollar,AXC3179,651865576,2009651910,1997752852,-1682572948,Dollar,122383,122383,,175441458,primary,offline,2022-04-20
1736124224,100631,6011556,122384,1000.0,Dollar,AXC7812,-811770541,2009651910,187847146,-957345522,Dollar,122384,122384,,-1821943649,primary,online,2022-04-20
1747586029,100632,9448699,122385,5000.0,Dollar,AXC5975,-1647000595,2009651910,867371281,-1779754841,Dollar,122385,122385,1491230339.0,-1821943649,primary,offline,2022-04-20
1617500388,100633,19686247,122386,6000.0,Dollar,AXC0665,2009651910,2009651910,1314919207,-1220127148,Dollar,122386,122386,,-1821943649,secondary,online,2022-04-20
-1129562396,100634,46579444,122387,7000.0,Dollar,AXC9192,651865576,2009651910,4122917,175806444,Dollar,122387,122387,,-1821943649,secondary,online,2022-04-20
941142908,100635,13839277,122388,8000.0,Dollar,AXC1646,2009651910,2009651910,-665228179,-1019063111,Dollar,122388,122388,-1782036132.0,-1821943649,secondary,offline,2022-04-20
-1525090819,100636,8251609,122389,9000.0,Dollar,AXC7685,651865576,651865576,-1043278723,936489185,Dollar,122389,122389,,-1373181339,secondary,online,2022-04-20
11489171,100637,65955784,122390,1000.0,Dollar,AXC6630,651865576,651865576,1662648647,175806444,Dollar,122390,122390,,-1373181339,secondary,offline,2022-04-20
691620502,100638,32936414,122391,5000.0,Dollar,AXC8652,2009651910,651865576,236017599,-1019063111,Dollar,122391,122391,,-1373181339,primary,online,2022-04-20
1468089076,100639,97198319,122392,6000.0,Dollar,AXC1317,651865576,651865576,793614402,936489185,Dollar,122392,122392,-1656846950.0,-1373181339,primary,offline,2022-04-20
478322417,100640,60658997,122393,6000.0,Dollar,AXC5954,2009651910,651865576,16922946,700911348,Dollar,122393,122393,,-1373181339,primary,online,2022-04-20
-819240582,100641,65293516,122394,7000.0,Dollar,AXC9109,2009651910,2009651910,500891573,538690200,Dollar,122394,122394,,446024664,secondary,online,2022-04-20
-1989384965,100642,59367402,122395,8000.0,Dollar,AXC1687,651865576,2009651910,2142944696,-1682572948,Dollar,122395,122395,,446024664,primary,online,2022-04-20
500853395,100643,41644935,122396,9000.0,Dollar,AXC4894,-811770541,2009651910,-981986398,-957345522,Dollar,122396,122396,,446024664,secondary,offline,2022-04-20
1010526820,100644,12212623,122397,1000.0,Dollar,AXC0769,-1647000595,2009651910,630942455,-1779754841,Dollar,122397,122397,,446024664,secondary,online,2022-04-20
-531661530,100645,45586847,122398,5000.0,Dollar,AXC8297,2009651910,2009651910,657239441,-1220127148,Dollar,122398,122398,,446024664,secondary,offline,2022-04-20
-342312995,100646,68831150,122399,6000.0,Dollar,AXC5569,651865576,651865576,-265220340,175806444,Dollar,122399,122399,1491230339.0,1830711216,secondary,offline,2022-04-20
1472536786,100647,28634796,122400,131258.0,Dollar,AXC8270,2009651910,651865576,-1106243468,-1019063111,Dollar,122400,122400,-1656846950.0,1830711216,primary,online,2022-04-20
-540277098,100648,78920345,122401,1000.0,Dollar,AXC7852,2009651910,651865576,176921622,538690200,Dollar,122401,122401,,1830711216,secondary,online,2022-04-20
1005445241,100649,56449165,122402,5000.0,Dollar,AXC8844,651865576,651865576,1582543557,-1682572948,Dollar,122402,122402,1340448554.0,1830711216,primary,online,2022-04-20
-151156146,100650,77866213,122403,6000.0,Dollar,AXC8269,-811770541,651865576,1848187549,-957345522,Dollar,122403,122403,1491230339.0,1830711216,secondary,online,2022-04-20
-1669875440,100651,99044059,122404,7000.0,Dollar,AXC6746,-1647000595,2009651910,2014644677,-1779754841,Dollar,122404,122404,,1147543614,secondary,online,2022-04-20
-298492331,100652,11345111,122405,8000.0,Dollar,AXC0862,2009651910,2009651910,-1376082237,-1220127148,Dollar,122405,122405,,1147543614,primary,online,2022-04-20
-1203952478,100653,80105833,122406,9000.0,Dollar,AXC4176,651865576,2009651910,1500451144,175806444,Dollar,122406,122406,,1147543614,secondary,online,2022-04-20
826783247,100654,61390820,122407,1000.0,Dollar,AXC8925,2009651910,2009651910,899766698,-1019063111,Dollar,122407,122407,-1298298882.0,1147543614,primary,online,2022-04-20
255973126,100655,84702878,122408,5000.0,Dollar,AXC4605,651865576,2009651910,-1079373151,936489185,Dollar,122408,122408,,1147543614,secondary,offline,2022-04-20
1950675335,100656,7241520,122409,6000.0,Dollar,AXC4479,2009651910,2009651910,684449416,-1220127148,Dollar,122409,122409,-1298298882.0,62475064,secondary,offline,2022-04-20
-664409743,100657,30839913,122410,127015.0,Dollar,AXC5396,651865576,2009651910,775495405,175806444,Dollar,122410,122410,,62475064,secondary,online,2022-04-20
-47743913,100658,94328642,122411,119307.0,Dollar,AXC6098,2009651910,2009651910,2046292888,700911348,Dollar,122411,122411,-1298298882.0,62475064,secondary,online,2022-04-20
-671679612,100659,68309210,122412,1000.0,Dollar,AXC2537,2009651910,2009651910,-1945943107,538690200,Dollar,122412,122412,-1782036132.0,62475064,secondary,online,2022-04-20
-455665840,100660,55678549,122413,5000.0,Dollar,AXC5127,651865576,2009651910,-1074907792,-1682572948,Dollar,122413,122413,,62475064,secondary,offline,2022-04-20
1781329395,100661,71116887,122414,6000.0,Dollar,AXC3026,-811770541,2009651910,-212631706,-957345522,Dollar,122414,122414,1491230339.0,440406964,secondary,online,2022-04-20
349196732,100662,88699792,122415,7000.0,Dollar,AXC0688,-1647000595,2009651910,-985555041,-1779754841,Dollar,122415,122415,-1298298882.0,440406964,secondary,offline,2022-04-20
389022733,100663,21490809,122416,8000.0,Dollar,AXC2567,2009651910,2009651910,-126143384,-1220127148,Dollar,122416,122416,1491230339.0,440406964,secondary,offline,2022-04-20
-1902921091,100664,42102638,122417,9000.0,Dollar,AXC6430,651865576,2009651910,-1283441310,175806444,Dollar,122417,122417,1340448554.0,440406964,primary,offline,2022-04-20
-1356093220,100665,10190224,122418,1000.0,Dollar,AXC9297,2009651910,2009651910,148904212,700911348,Dollar,122418,122418,,440406964,secondary,offline,2022-04-20
489192893,100666,78148321,122419,5000.0,Dollar,AXC0610,2009651910,2009651910,-184890326,538690200,Dollar,122419,122419,1491230339.0,1742829416,primary,online,2022-04-20
253876761,100667,55897872,122420,6000.0,Dollar,AXC0853,651865576,2009651910,1209259064,-1682572948,Dollar,122420,122420,,1742829416,primary,offline,2022-04-20
-2102265395,100668,56995290,122421,108749.0,Dollar,AXC5096,-811770541,2009651910,-1230179253,-957345522,Dollar,122421,122421,,1742829416,primary,online,2022-04-20
557730246,100669,45199995,122422,1000.0,Dollar,AXC6850,-1647000595,2009651910,1153204105,-1779754841,Dollar,122422,122422,1491230339.0,1742829416,primary,online,2022-04-20
1832901372,100670,11331774,122423,5000.0,Dollar,AXC0011,2009651910,2009651910,-958653960,-1220127148,Dollar,122423,122423,1491230339.0,1742829416,secondary,offline,2022-04-20
-969818019,100671,90455063,122424,6000.0,Dollar,AXC9870,651865576,651865576,1204975854,175806444,Dollar,122424,122424,,-2103212124,primary,online,2022-04-20
-1497793426,100672,94136832,122425,7000.0,Dollar,AXC0687,2009651910,651865576,-1238796757,-1019063111,Dollar,122425,122425,-1298298882.0,-2103212124,secondary,offline,2022-04-20
894008612,100673,30886072,122426,8000.0,Dollar,AXC1267,651865576,651865576,997965948,936489185,Dollar,122426,122426,1491230339.0,-2103212124,primary,online,2022-04-20
1194321695,100674,1165927,122427,9000.0,Dollar,AXC4534,651865576,651865576,911671991,175806444,Dollar,122427,122427,1340448554.0,-2103212124,primary,offline,2022-04-20
1282414456,100675,10667572,122428,1000.0,Dollar,AXC5480,2009651910,651865576,-304385186,-1019063111,Dollar,122428,122428,,-2103212124,primary,offline,2022-04-20
-1488475437,100676,29644524,122429,5000.0,Dollar,AXC1877,651865576,-811770541,-714272169,936489185,Dollar,122429,122429,1340448554.0,2072771101,primary,online,2022-04-20
-1092851581,100677,21742818,122430,6000.0,Dollar,AXC0459,651865576,-811770541,-2053967457,936489185,Dollar,122430,122430,-1298298882.0,2072771101,primary,offline,2022-04-20
-764246768,100678,83959510,122431,7000.0,Dollar,AXC8969,651865576,-811770541,806543387,175806444,Dollar,122431,122431,,2072771101,secondary,online,2022-04-20
-206128579,100679,60684524,122432,8000.0,Dollar,AXC8480,2009651910,-811770541,836223345,-1019063111,Dollar,122432,122432,-1656846950.0,2072771101,secondary,online,2022-04-20
1362776139,100680,45600776,122433,9000.0,Dollar,AXC5637,651865576,-811770541,-275543517,936489185,Dollar,122433,122433,,2072771101,secondary,offline,2022-04-20
1274879905,100681,85117777,122434,1000.0,Dollar,AXC3111,2009651910,-1647000595,586989875,700911348,Dollar,122434,122434,-1298298882.0,1666363700,secondary,online,2022-04-20
1384150771,100682,63680726,122435,5000.0,Dollar,AXC4541,2009651910,-1647000595,1249987081,538690200,Dollar,122435,122435,,1666363700,secondary,offline,2022-04-20
-941025062,100683,49864662,122436,6000.0,Dollar,AXC3383,651865576,-1647000595,471719212,-1682572948,Dollar,122436,122436,-1656846950.0,1666363700,secondary,online,2022-04-20
1976088386,100684,32075060,122437,131258.0,Dollar,AXC3502,-811770541,-1647000595,-1278652031,-957345522,Dollar,122437,122437,,1666363700,secondary,offline,2022-04-20
451955563,100685,3769828,122438,1000.0,Dollar,AXC2868,-1647000595,-1647000595,-864416254,-1779754841,Dollar,122438,122438,,1666363700,secondary,online,2022-04-20
-1712368735,100686,55882578,122439,5000.0,Dollar,AXC4991,2009651910,2009651910,-399715128,-1220127148,Dollar,122439,122439,-1298298882.0,1093592341,primary,online,2022-04-20
-646386986,100687,34809351,122440,6000.0,Dollar,AXC9123,651865576,2009651910,1566527577,175806444,Dollar,122440,122440,,1093592341,secondary,offline,2022-04-20
-693057055,100688,87195540,122441,7000.0,Dollar,AXC6515,2009651910,2009651910,-1994620253,-1019063111,Dollar,122441,122441,-1656846950.0,1093592341,primary,online,2022-04-20
-440302341,100689,41325088,122442,8000.0,Dollar,AXC5753,651865576,2009651910,252679275,936489185,Dollar,122442,122442,-1782036132.0,1093592341,secondary,offline,2022-04-20
-865376532,100690,13528112,122443,9000.0,Dollar,AXC9731,2009651910,2009651910,1717733645,-1220127148,Dollar,122443,122443,-1782036132.0,1093592341,primary,online,2022-04-20
-1426031787,100691,64555302,122444,1000.0,Dollar,AXC3592,651865576,651865576,-266983938,175806444,Dollar,122444,122444,,430052327,secondary,online,2022-04-20
168357192,100692,64250035,122445,5000.0,Dollar,AXC9612,2009651910,651865576,-843133330,700911348,Dollar,122445,122445,1491230339.0,430052327,primary,offline,2022-04-20
1822349772,100693,24535132,122446,6000.0,Dollar,AXC2830,2009651910,651865576,1652144379,538690200,Dollar,122446,122446,-1782036132.0,430052327,primary,online,2022-04-20
1858350425,100694,27654963,122447,127015.0,Dollar,AXC2954,651865576,651865576,554147479,-1682572948,Dollar,122447,122447,,430052327,secondary,offline,2022-04-20
1589238893,100695,4865454,122448,119307.0,Dollar,AXC2743,-811770541,651865576,-159854688,-957345522,Dollar,122448,122448,-1298298882.0,430052327,primary,online,2022-04-20
-336818867,100696,233676,122449,1000.0,Dollar,AXC0485,-1647000595,2009651910,341846759,-1779754841,Dollar,122449,122449,,-5479244,primary,online,2022-04-20
-1407187235,100697,38582489,122450,5000.0,Dollar,AXC9204,2009651910,2009651910,579605234,-1220127148,Dollar,122450,122450,-1298298882.0,-5479244,primary,online,2022-04-20
602874423,100698,68345412,122451,6000.0,Dollar,AXC8556,651865576,2009651910,-1466741189,175806444,Dollar,122451,122451,,-5479244,secondary,online,2022-04-20
-279039888,100699,84634266,122452,7000.0,Dollar,AXC4954,2009651910,2009651910,-1615214791,700911348,Dollar,122452,122452,-1782036132.0,-5479244,secondary,online,2022-04-20
219562895,100700,27106930,122453,8000.0,Dollar,AXC0363,2009651910,2009651910,817007715,538690200,Dollar,122453,122453,1491230339.0,-5479244,primary,offline,2022-04-20
2147392946,100701,25988978,122454,9000.0,Dollar,AXC3479,651865576,2009651910,2112183014,-1682572948,Dollar,122454,122454,1340448554.0,-1561252094,primary,offline,2022-04-20
-865113696,100702,4180198,122455,1000.0,Dollar,AXC0970,-811770541,2009651910,339878182,-957345522,Dollar,122455,122455,,-1561252094,primary,online,2022-04-20
